Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR712366,6/30/15,6/30/15,28980279,5854016358,28980279,202,4138,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR712366,ERX656365,Mo17_repl2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,156,44,ILLUMINA,Illumina HiSeq 2000,ERP009123,PRJEB8086,,288547,ERS632902,SAMEA3180030,simple,4577,Zea mays,E-MTAB-3173:Mo17_repl2,,,,,,,no,,,,,GATC biotech,ERA396109,,public,6D0E6CC007709612BB3093536136C121,4471E51B6459FF64E4D675119FFA7DFA
ERR965561,7/25/15,7/25/15,16679423,3369243446,16679423,202,2352,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965561,ERX1042528,B73_H99_RIL100,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794078,SAMEA3486929,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL100,,,,,,,no,,,,,Joke Baute,ERA459424,,public,9E1001C00F03AC5E992B18C11A07608B,2574045A446B458B56AB5143FC5B4A82
ERR965562,7/25/15,7/25/15,15220229,3074486258,15220229,202,2137,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965562,ERX1042529,B73_H99_RIL103,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794079,SAMEA3486930,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL103,,,,,,,no,,,,,Joke Baute,ERA459424,,public,0663EF009240F145C59CB582D8B4053B,5763DBEBC182FF1FFDF1B1235E3CD4E8
ERR965563,7/25/15,7/25/15,19421466,3923136132,19421466,202,2731,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965563,ERX1042530,B73_H99_RIL104,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794080,SAMEA3486931,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL104,,,,,,,no,,,,,Joke Baute,ERA459424,,public,1E745CA82E72A4E3B77AF2E726CC45E0,775AF9527496C261245AD504B934495C
ERR965564,7/25/15,7/25/15,15451404,3121183608,15451404,202,2169,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965564,ERX1042531,B73_H99_RIL105,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794081,SAMEA3486932,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL105,,,,,,,no,,,,,Joke Baute,ERA459424,,public,2E2690712EA72B4594B0F7D3EC737B3F,BA160DC665AA1B7A6D0CBD75DA742598
ERR965565,7/25/15,7/25/15,15403500,3111507000,15403500,202,2161,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965565,ERX1042532,B73_H99_RIL106,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794082,SAMEA3486933,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL106,,,,,,,no,,,,,Joke Baute,ERA459424,,public,884E93A8DF81834E5353BA7C0D87642D,F31BA7C9AE612E459AAFA2941E91321E
ERR965566,7/25/15,7/25/15,16349903,3302680406,16349903,202,2299,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965566,ERX1042533,B73_H99_RIL107,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794083,SAMEA3486934,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL107,,,,,,,no,,,,,Joke Baute,ERA459424,,public,44628EB0F84D0F3E8BE430ECA456D46F,70F6A8995B6BDE6170A4A25544AFE6F3
ERR965567,7/25/15,7/25/15,14926036,3015059272,14926036,202,2097,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965567,ERX1042534,B73_H99_RIL109,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794084,SAMEA3486935,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL109,,,,,,,no,,,,,Joke Baute,ERA459424,,public,A979C0016B5357832EE403058F3FB5C5,5E1632C2F9E84120E4D9E8B23CB3AC09
ERR965568,7/25/15,7/25/15,24137807,4875837014,24137807,202,2972,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965568,ERX1042535,B73_H99_RIL11,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794085,SAMEA3486936,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL11,,,,,,,no,,,,,Joke Baute,ERA459424,,public,5FC2B623D708C2B18FF6B40505CA8037,1FAA4B73EF99FDD89491DFBD95BB0AFB
ERR965569,7/25/15,7/25/15,17602078,3555619756,17602078,202,2470,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965569,ERX1042536,B73_H99_RIL111,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794086,SAMEA3486937,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL111,,,,,,,no,,,,,Joke Baute,ERA459424,,public,21A18BDEE0F766CAE01717CE57946375,02918A7BAF1DA9195D106419337EB71C
ERR965570,7/25/15,7/25/15,14611267,2951475934,14611267,202,2051,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965570,ERX1042537,B73_H99_RIL113,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794087,SAMEA3486938,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL113,,,,,,,no,,,,,Joke Baute,ERA459424,,public,7C9CDB26BAC1624D1F92D98EC9ECBBE3,7B9E3CCE46CC68F053B88B9E12C81332
ERR965571,7/25/15,7/25/15,17477290,3530412580,17477290,202,2453,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965571,ERX1042538,B73_H99_RIL114,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794088,SAMEA3486939,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL114,,,,,,,no,,,,,Joke Baute,ERA459424,,public,99269904C8A981A543DF300B99A2AE02,C7228D0400B11BBB33C226767EF34CC2
ERR965572,7/25/15,7/25/15,17250569,3484614938,17250569,202,2424,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965572,ERX1042539,B73_H99_RIL115,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794089,SAMEA3486940,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL115,,,,,,,no,,,,,Joke Baute,ERA459424,,public,093BD7FC7CE33EC4030D4D16A9D265BC,01C87D76B956398918AB16DAB9028D27
ERR965573,7/25/15,7/25/15,17862148,3608153896,17862148,202,2505,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965573,ERX1042540,B73_H99_RIL116,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794090,SAMEA3486941,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL116,,,,,,,no,,,,,Joke Baute,ERA459424,,public,6B258E3616AFB61D5790D443A52F53BB,6A5173DE65ED88FE4A76D89E11C2AE04
ERR965574,7/25/15,7/25/15,18786608,3794894816,18786608,202,2636,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965574,ERX1042541,B73_H99_RIL117,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794091,SAMEA3486942,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL117,,,,,,,no,,,,,Joke Baute,ERA459424,,public,2977A0EA618A99BF573CB53C9BC44706,9F5AAA24B962185FB1EBB16C21FC7BEF
ERR965575,7/25/15,7/25/15,17103137,3454833674,17103137,202,2414,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965575,ERX1042542,B73_H99_RIL118,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794092,SAMEA3486943,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL118,,,,,,,no,,,,,Joke Baute,ERA459424,,public,B970612A98B4171142DD2D5B6594987A,E921989131F1BBC69FC7DE368517AE3D
ERR965576,7/25/15,7/25/15,15223775,3075202550,15223775,202,2148,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965576,ERX1042543,B73_H99_RIL119,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794093,SAMEA3486944,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL119,,,,,,,no,,,,,Joke Baute,ERA459424,,public,3FAEA8840E958EB1E85EB0113DA7F895,95BE70040571CE04D2ACA9E08F353EF3
ERR965577,7/25/15,7/25/15,17504063,3535820726,17504063,202,2478,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965577,ERX1042544,B73_H99_RIL120,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794094,SAMEA3486945,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL120,,,,,,,no,,,,,Joke Baute,ERA459424,,public,BA5711E9AF4259D79FC2A6078395FA6C,4FDCA2035BCC61F7AFD0F2AC99DB5994
ERR965578,7/25/15,7/25/15,18665137,3770357674,18665137,202,2641,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965578,ERX1042545,B73_H99_RIL121,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794095,SAMEA3486946,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL121,,,,,,,no,,,,,Joke Baute,ERA459424,,public,8E33305BCD2B2EB94F2EAE361B8C2904,C0ECF9F4D4C431A7F5B7A91A1EB3E613
ERR965579,7/25/15,7/25/15,64041310,12936344620,64041310,202,9049,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965579,ERX1042546,B73_H99_RIL122,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794096,SAMEA3486947,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL122,,,,,,,no,,,,,Joke Baute,ERA459424,,public,614B3B42C9E9863425D8E0867FC30DDF,DA6ADDFD9C5D8813E49987C23440BC0A
ERR965580,7/25/15,7/25/15,18893986,3816585172,18893986,202,2669,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965580,ERX1042547,B73_H99_RIL123,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794097,SAMEA3486948,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL123,,,,,,,no,,,,,Joke Baute,ERA459424,,public,9F98D5B34808340B7566DE4D8925F56D,C29E57E07291F40C77C2FCCEC77B945A
ERR965581,7/25/15,7/25/15,17465149,3527960098,17465149,202,2466,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965581,ERX1042548,B73_H99_RIL124,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794098,SAMEA3486949,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL124,,,,,,,no,,,,,Joke Baute,ERA459424,,public,195382A8C09050957D64FC8BF36B9E46,187D971F58B5298BF3D2BC58524C4298
ERR965582,7/25/15,7/25/15,18247066,3685907332,18247066,202,2575,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965582,ERX1042549,B73_H99_RIL125,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794099,SAMEA3486950,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL125,,,,,,,no,,,,,Joke Baute,ERA459424,,public,DCA4E4B45D9CE69B98EDB5F39E80D908,2263AC28C8ACD859399B0EE9A0054BF5
ERR965583,7/25/15,7/25/15,14249130,2878324260,14249130,202,2009,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965583,ERX1042550,B73_H99_RIL126,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794100,SAMEA3486951,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL126,,,,,,,no,,,,,Joke Baute,ERA459424,,public,940E8D90F3E6B51F028C831C53C4D05B,522973B27796C073D7B18AC6C0D57C51
ERR965584,7/25/15,7/25/15,19321726,3902988652,19321726,202,2723,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965584,ERX1042551,B73_H99_RIL127,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794101,SAMEA3486952,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL127,,,,,,,no,,,,,Joke Baute,ERA459424,,public,7105818BEA6DA481C7F52291D056AA06,04B1BFB86B696296420E1557554701D1
ERR965585,7/25/15,7/25/15,20180721,4076505642,20180721,202,2846,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965585,ERX1042552,B73_H99_RIL128,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794102,SAMEA3486953,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL128,,,,,,,no,,,,,Joke Baute,ERA459424,,public,602DA31C5958B6CAC50EF096E49D4DB8,517F13DD09E23787900B16DE2DE91442
ERR965586,7/25/15,7/25/15,19418904,3922618608,19418904,202,2384,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965586,ERX1042553,B73_H99_RIL13,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794103,SAMEA3486954,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL13,,,,,,,no,,,,,Joke Baute,ERA459424,,public,97027D0861A4E169CE0146BFA483C945,135AEE611C2558EA55CDEDA0A7C31E7B
ERR965587,7/25/15,7/25/15,17909942,3617808284,17909942,202,2529,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965587,ERX1042554,B73_H99_RIL130,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794104,SAMEA3486955,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL130,,,,,,,no,,,,,Joke Baute,ERA459424,,public,7E1263D3A638A1D209A4D38742A792A1,B22097C3B916928BE7EC6BAFBE6AF077
ERR965588,7/25/15,7/25/15,21401916,4323187032,21401916,202,2959,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965588,ERX1042555,B73_H99_RIL131,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794105,SAMEA3486956,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL131,,,,,,,no,,,,,Joke Baute,ERA459424,,public,0DE199A5B974708129A72C9D734DD548,4353A6D28E86A506FCB9FDDE224AD0A0
ERR965589,7/25/15,7/25/15,19986284,4037229368,19986284,202,2772,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965589,ERX1042556,B73_H99_RIL132,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794106,SAMEA3486957,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL132,,,,,,,no,,,,,Joke Baute,ERA459424,,public,605B717FE04D97F3D8D44D29D5A046E6,AD4A268551887D4AE6DB37D6FF3E04E8
ERR965590,7/25/15,7/25/15,23098013,4665798626,23098013,202,3194,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965590,ERX1042557,B73_H99_RIL133,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794107,SAMEA3486958,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL133,,,,,,,no,,,,,Joke Baute,ERA459424,,public,AF26A70B509819ECE958DE270FA27022,77E46B5F752740B2DA4228D324816362
ERR965591,7/25/15,7/25/15,16455645,3324040290,16455645,202,2278,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965591,ERX1042558,B73_H99_RIL134,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794108,SAMEA3486959,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL134,,,,,,,no,,,,,Joke Baute,ERA459424,,public,2D52BCB15BEFEA7F77D12754FBF09F8E,46D8E5D6760877A4765FF11CA3B99379
ERR965592,7/25/15,7/25/15,16448268,3322550136,16448268,202,2282,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965592,ERX1042559,B73_H99_RIL135,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794109,SAMEA3486960,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL135,,,,,,,no,,,,,Joke Baute,ERA459424,,public,35726CB5786F28F61844511204CAD1C9,9CC18A59CB233EA16B6D2E078186755C
ERR965593,7/25/15,7/25/15,17358435,3506403870,17358435,202,2402,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965593,ERX1042560,B73_H99_RIL136,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794110,SAMEA3486961,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL136,,,,,,,no,,,,,Joke Baute,ERA459424,,public,E570D0DE1467B172D75A24382F67B88D,BA0425CEEF5AD20FA85F56AE2C1DB6CB
ERR965594,7/25/15,7/25/15,19428755,3924608510,19428755,202,2687,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965594,ERX1042561,B73_H99_RIL137,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794111,SAMEA3486962,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL137,,,,,,,no,,,,,Joke Baute,ERA459424,,public,3F6BBFAA2E76371ED099022E83999334,C3EA56CBC42F8085BB8D222079CB6066
ERR965595,7/25/15,7/25/15,31072105,6276565210,31072105,202,4281,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965595,ERX1042562,B73_H99_RIL138_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794112,SAMEA3486963,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL138_1,,,,,,,no,,,,,Joke Baute,ERA459424,,public,0447AFD0B6DA76FAF68C52894C56B2F3,5342BC20C5D4D1B3A64233980981633D
ERR965596,7/25/15,7/25/15,27325420,5519734840,27325420,202,3748,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965596,ERX1042563,B73_H99_RIL138_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794113,SAMEA3486964,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL138_2,,,,,,,no,,,,,Joke Baute,ERA459424,,public,8AD84FBAC6550B65058B00F3DB27830B,CB50F7EA063EF9E995C6D0CC04F8F4B8
ERR965597,7/25/15,7/25/15,13817660,2791167320,13817660,202,1911,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965597,ERX1042564,B73_H99_RIL139,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794114,SAMEA3486965,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL139,,,,,,,no,,,,,Joke Baute,ERA459424,,public,E6A0D85C6B6F825DA00770E6620AE46F,F4C0F09C0F1FB2DCC1608F4909278E8D
ERR965598,7/25/15,7/25/15,20774963,4196542526,20774963,202,2871,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965598,ERX1042565,B73_H99_RIL140,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794115,SAMEA3486966,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL140,,,,,,,no,,,,,Joke Baute,ERA459424,,public,C267750765A318BA2F1C0A2A638A3199,60E9F6F6B905C3433A549BCCBCF9F0F3
ERR965599,7/25/15,7/25/15,16359922,3304704244,16359922,202,2269,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965599,ERX1042566,B73_H99_RIL141,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794116,SAMEA3486967,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL141,,,,,,,no,,,,,Joke Baute,ERA459424,,public,50F4F6C948B1E532919104530E85678A,F119E5F473DA4C9137EBD00AB7CAB11C
ERR965600,7/25/15,7/25/15,18342007,3705085414,18342007,202,2261,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965600,ERX1042567,B73_H99_RIL16,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794117,SAMEA3486968,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL16,,,,,,,no,,,,,Joke Baute,ERA459424,,public,AAD32D5759B428B38198111892EA907D,0D20629786767552B0925F277B5E1BF4
ERR965601,7/25/15,7/25/15,22960626,4638046452,22960626,202,2842,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965601,ERX1042568,B73_H99_RIL17,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794118,SAMEA3486969,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL17,,,,,,,no,,,,,Joke Baute,ERA459424,,public,34E652F69C2FF5C8FA88F0D7BFEB52B9,9CF9DBF658B29A959F9DB9F1ECA09855
ERR965602,7/25/15,7/25/15,19590359,3957252518,19590359,202,2406,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965602,ERX1042569,B73_H99_RIL18,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794119,SAMEA3486970,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL18,,,,,,,no,,,,,Joke Baute,ERA459424,,public,4EB967218B1DC652CADAC7ED1002492C,0CD076444DEFBBB3C969D6E81783E825
ERR965603,7/25/15,7/25/15,27095073,5473204746,27095073,202,3330,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965603,ERX1042570,B73_H99_RIL19,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794120,SAMEA3486971,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL19,,,,,,,no,,,,,Joke Baute,ERA459424,,public,40D3A80DCD654BF25CC94A418C77CE8F,EDAC86523BB9AF17B7341D982A3038D6
ERR965604,7/25/15,7/25/15,21162816,4274888832,21162816,202,2607,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965604,ERX1042571,B73_H99_RIL23,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794121,SAMEA3486972,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL23,,,,,,,no,,,,,Joke Baute,ERA459424,,public,3569EA6FD407DA626EE539305C06F58A,CC049247B7EBDCBDB9E326FD8CE9B1B8
ERR965605,7/25/15,7/25/15,17315333,3497697266,17315333,202,2163,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965605,ERX1042572,B73_H99_RIL25,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794122,SAMEA3486973,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL25,,,,,,,no,,,,,Joke Baute,ERA459424,,public,5EAEB80779FFFF87DC9F1CF66E4E1671,C61A0B90A31CE32ABE2277D4B0A7E130
ERR965606,7/25/15,7/25/15,20705089,4182427978,20705089,202,2574,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR965606,ERX1042573,B73_H99_RIL26,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,145,44,ILLUMINA,Illumina HiSeq 2000,ERP011069,PRJEB9918,,290949,ERS794123,SAMEA3486974,simple,4577,Zea mays,E-MTAB-3758:B73_H99_RIL26,,,,,,,no,,,,,Joke Baute,ERA459424,,public,010604D338205B31A658D3C619010428,5C59B002F54A840F57E2010EEF3B5D8A
